rango,estudios,partido,casado,hijos,departamento,apoyo
mayor,primaria,FUERZA_POPULAR,1,1,AREQUIPA,0
joven,primaria,FUERZA_POPULAR,0,0,CUZCO,1
joven,notiene,FUERZA_POPULAR,0,1,JUNIN,0
joven,primaria,FUERZA_POPULAR,0,1,LORETO,1
mayor,primaria,FUERZA_POPULAR,0,1,JUNIN,1
mayor,notiene,PERU_POSIBLE,0,0,CUZCO,1
joven,posgrado,PPC,0,1,LIMA,1
adulto,notiene,FRENTE_AMPLIO,0,1,LIMA,1
joven,pregrado,CONTIGO_PERU,0,1,CUZCO,1
anciano,primaria,CONTIGO_PERU,0,0,LIMA,0
anciano,posgrado,FREPAP,1,1,LORETO,1
joven,secundaria,FRENTE_AMPLIO,1,1,LIMA,0
joven,pregrado,FREPAP,0,1,CAJAMARCA,1
joven,secundaria,PERU_POSIBLE,1,0,CAJAMARCA,1
anciano,posgrado,PPC,1,0,JUNIN,1
adulto,secundaria,PERU_POSIBLE,1,1,CAJAMARCA,1
joven,secundaria,CONTIGO_PERU,1,1,LIMA,1
joven,pregrado,PARTIDO_MORADO,0,1,CAJAMARCA,1
joven,secundaria,FUERZA_POPULAR,1,0,CAJAMARCA,1
joven,secundaria,ACCION_POPULAR,1,0,TRUJILLO,1
joven,posgrado,APRA,0,0,LIMA,0
adulto,primaria,FREPAP,1,0,LORETO,1
joven,posgrado,APRA,0,0,LORETO,1
anciano,posgrado,APRA,0,0,TRUJILLO,1
adulto,pregrado,PERU_POSIBLE,1,0,LIMA,0
anciano,pregrado,PERU_POSIBLE,0,0,JUNIN,1
joven,secundaria,FRENTE_AMPLIO,0,0,LIMA,1
anciano,posgrado,FRENTE_AMPLIO,1,1,LIMA,1
adulto,posgrado,CONTIGO_PERU,0,1,LIMA,1
anciano,primaria,APRA,0,0,LIMA,0
joven,secundaria,PARTIDO_MORADO,0,0,AREQUIPA,1
mayor,primaria,FUERZA_POPULAR,0,0,LIMA,1
joven,secundaria,FREPAP,0,0,JUNIN,1
mayor,secundaria,PPC,1,0,CAJAMARCA,1
mayor,pregrado,FREPAP,0,0,TRUJILLO,0
anciano,pregrado,FRENTE_AMPLIO,0,0,JUNIN,0
anciano,notiene,ACCION_POPULAR,0,1,LIMA,1
anciano,pregrado,PERU_POSIBLE,0,0,CUZCO,1
mayor,secundaria,PARTIDO_MORADO,0,0,CUZCO,0
joven,secundaria,CONTIGO_PERU,1,0,AREQUIPA,1
adulto,notiene,FREPAP,1,1,LIMA,1
anciano,primaria,CONTIGO_PERU,1,1,LIMA,1
anciano,primaria,APRA,0,1,LIMA,1
adulto,posgrado,FREPAP,0,0,LIMA,1
mayor,primaria,FREPAP,0,1,CUZCO,0
adulto,posgrado,ACCION_POPULAR,1,0,JUNIN,0
adulto,posgrado,CONTIGO_PERU,1,0,LIMA,1
joven,notiene,PPC,0,0,JUNIN,1
mayor,primaria,PERU_POSIBLE,0,0,HUANUCO,1
joven,notiene,FREPAP,0,1,LIMA,0
adulto,posgrado,PERU_POSIBLE,0,0,JUNIN,1
joven,posgrado,FRENTE_AMPLIO,1,1,LIMA,1
anciano,notiene,FRENTE_AMPLIO,0,1,LORETO,1
joven,secundaria,CONTIGO_PERU,1,1,HUANUCO,1
joven,pregrado,PERU_POSIBLE,1,0,LIMA,1
mayor,posgrado,APRA,1,0,CUZCO,1
mayor,secundaria,ACCION_POPULAR,0,1,CAJAMARCA,1
anciano,primaria,PPC,0,1,CUZCO,1
anciano,primaria,FREPAP,1,0,JUNIN,1
joven,secundaria,FUERZA_POPULAR,1,1,LORETO,1
anciano,posgrado,PARTIDO_MORADO,1,0,LIMA,1
joven,notiene,FREPAP,0,0,CAJAMARCA,1
anciano,secundaria,FUERZA_POPULAR,1,1,JUNIN,1
adulto,secundaria,PERU_POSIBLE,0,0,AREQUIPA,1
joven,primaria,PERU_POSIBLE,0,1,LIMA,1
mayor,notiene,FUERZA_POPULAR,0,1,HUANUCO,0
joven,notiene,FREPAP,0,0,LIMA,1
joven,posgrado,CONTIGO_PERU,0,1,AREQUIPA,0
anciano,notiene,FREPAP,1,1,JUNIN,1
anciano,notiene,CONTIGO_PERU,0,0,JUNIN,1
mayor,pregrado,FUERZA_POPULAR,1,0,TRUJILLO,1
joven,notiene,APRA,1,0,JUNIN,0
mayor,pregrado,PARTIDO_MORADO,1,1,HUANUCO,1
adulto,posgrado,CONTIGO_PERU,0,1,HUANUCO,1
joven,posgrado,FREPAP,1,1,JUNIN,1
mayor,pregrado,FRENTE_AMPLIO,0,1,LORETO,1
adulto,notiene,PPC,0,0,CAJAMARCA,1
anciano,posgrado,FUERZA_POPULAR,1,0,AREQUIPA,1
adulto,posgrado,CONTIGO_PERU,1,1,HUANUCO,1
anciano,secundaria,PERU_POSIBLE,0,1,LIMA,0
joven,pregrado,APRA,0,0,LIMA,0
anciano,secundaria,CONTIGO_PERU,0,1,AREQUIPA,1
joven,pregrado,PARTIDO_MORADO,1,0,HUANUCO,1
joven,primaria,FUERZA_POPULAR,0,0,TRUJILLO,1
adulto,posgrado,APRA,1,0,AREQUIPA,0
adulto,secundaria,CONTIGO_PERU,1,0,LIMA,1
joven,secundaria,ACCION_POPULAR,0,0,LIMA,1
mayor,primaria,PPC,0,0,LORETO,1
mayor,notiene,FRENTE_AMPLIO,0,0,HUANUCO,1
adulto,posgrado,PPC,0,1,LIMA,1
anciano,secundaria,ACCION_POPULAR,0,1,HUANUCO,1
joven,pregrado,PARTIDO_MORADO,0,0,AREQUIPA,0
joven,posgrado,FRENTE_AMPLIO,1,0,LORETO,1
joven,pregrado,FRENTE_AMPLIO,0,0,AREQUIPA,1
adulto,notiene,PPC,0,0,CAJAMARCA,1
mayor,primaria,PARTIDO_MORADO,1,1,LIMA,1
anciano,notiene,CONTIGO_PERU,0,0,LIMA,1
adulto,primaria,FREPAP,0,1,LIMA,1
joven,pregrado,APRA,0,0,LIMA,0
joven,pregrado,PARTIDO_MORADO,0,0,JUNIN,1
adulto,secundaria,APRA,0,1,CUZCO,1
anciano,pregrado,CONTIGO_PERU,1,0,LORETO,1
adulto,secundaria,PERU_POSIBLE,0,0,AREQUIPA,0
anciano,posgrado,PARTIDO_MORADO,0,0,LIMA,1
joven,pregrado,ACCION_POPULAR,1,0,LIMA,1
mayor,pregrado,PERU_POSIBLE,0,0,LIMA,1
adulto,primaria,CONTIGO_PERU,1,0,AREQUIPA,1
anciano,notiene,PPC,1,0,TRUJILLO,1
joven,secundaria,FREPAP,0,1,LORETO,1
adulto,pregrado,PARTIDO_MORADO,0,0,TRUJILLO,1
joven,pregrado,ACCION_POPULAR,1,1,TRUJILLO,1
mayor,primaria,APRA,0,0,TRUJILLO,1
joven,secundaria,FUERZA_POPULAR,1,0,HUANUCO,1
joven,secundaria,FUERZA_POPULAR,0,0,TRUJILLO,1
anciano,posgrado,PARTIDO_MORADO,0,0,LORETO,0
mayor,pregrado,FREPAP,0,0,HUANUCO,1
adulto,primaria,APRA,1,0,LORETO,1
adulto,secundaria,PARTIDO_MORADO,0,0,LIMA,1
mayor,posgrado,PARTIDO_MORADO,0,0,CUZCO,1
mayor,pregrado,PARTIDO_MORADO,0,1,CAJAMARCA,1
joven,posgrado,APRA,0,0,HUANUCO,1
adulto,secundaria,APRA,1,0,AREQUIPA,1
joven,notiene,CONTIGO_PERU,1,0,CAJAMARCA,0
joven,primaria,FREPAP,0,0,JUNIN,1
anciano,notiene,FRENTE_AMPLIO,0,0,AREQUIPA,1
mayor,primaria,PPC,1,0,LORETO,1
joven,posgrado,FUERZA_POPULAR,0,1,CAJAMARCA,0
mayor,pregrado,FREPAP,1,0,LIMA,1
joven,pregrado,ACCION_POPULAR,1,0,LIMA,0
joven,primaria,PERU_POSIBLE,0,0,HUANUCO,1
joven,posgrado,FRENTE_AMPLIO,0,0,AREQUIPA,1
anciano,secundaria,PARTIDO_MORADO,0,0,CAJAMARCA,1
adulto,primaria,FUERZA_POPULAR,0,1,LORETO,1
joven,posgrado,ACCION_POPULAR,1,1,JUNIN,1
joven,primaria,ACCION_POPULAR,1,0,CUZCO,1
anciano,secundaria,PARTIDO_MORADO,0,1,LIMA,1
mayor,pregrado,FREPAP,0,0,AREQUIPA,1
mayor,primaria,APRA,0,0,TRUJILLO,0
joven,posgrado,CONTIGO_PERU,0,0,HUANUCO,1
mayor,secundaria,FRENTE_AMPLIO,0,0,CAJAMARCA,0
mayor,secundaria,PARTIDO_MORADO,0,0,TRUJILLO,0
joven,posgrado,FRENTE_AMPLIO,0,0,HUANUCO,1
joven,posgrado,PARTIDO_MORADO,0,1,HUANUCO,1
mayor,primaria,CONTIGO_PERU,1,0,HUANUCO,0
anciano,secundaria,CONTIGO_PERU,1,0,AREQUIPA,0
adulto,notiene,FUERZA_POPULAR,1,0,HUANUCO,1
joven,primaria,APRA,1,0,CAJAMARCA,1
adulto,pregrado,PPC,1,0,AREQUIPA,1
mayor,secundaria,FREPAP,1,1,TRUJILLO,0
joven,pregrado,ACCION_POPULAR,1,0,HUANUCO,0
adulto,notiene,ACCION_POPULAR,0,0,CUZCO,1
joven,notiene,FRENTE_AMPLIO,0,0,LIMA,1
joven,notiene,APRA,0,1,LIMA,0
joven,primaria,PPC,0,0,LIMA,0
adulto,pregrado,FUERZA_POPULAR,0,0,CAJAMARCA,1
mayor,secundaria,CONTIGO_PERU,0,0,LIMA,1
joven,posgrado,CONTIGO_PERU,0,1,LIMA,0
joven,notiene,FREPAP,0,1,CAJAMARCA,0
mayor,pregrado,FREPAP,0,0,HUANUCO,0
adulto,primaria,FUERZA_POPULAR,1,0,AREQUIPA,0
adulto,notiene,PERU_POSIBLE,0,0,HUANUCO,1
adulto,pregrado,APRA,0,0,LIMA,0
anciano,posgrado,PERU_POSIBLE,1,0,AREQUIPA,1
anciano,posgrado,APRA,0,0,LIMA,0
adulto,notiene,PPC,0,1,CAJAMARCA,1
joven,secundaria,FRENTE_AMPLIO,0,1,LIMA,1
joven,primaria,PARTIDO_MORADO,1,1,JUNIN,1
mayor,pregrado,PARTIDO_MORADO,0,0,AREQUIPA,0
joven,secundaria,ACCION_POPULAR,0,0,AREQUIPA,1
mayor,posgrado,FREPAP,0,0,LORETO,0
anciano,primaria,APRA,0,0,CUZCO,0
adulto,secundaria,PARTIDO_MORADO,0,0,CUZCO,1
adulto,notiene,PERU_POSIBLE,1,0,AREQUIPA,1
anciano,posgrado,APRA,0,1,JUNIN,1
mayor,pregrado,FUERZA_POPULAR,1,0,LORETO,1
joven,posgrado,APRA,1,1,AREQUIPA,1
mayor,notiene,CONTIGO_PERU,0,0,AREQUIPA,1
anciano,notiene,CONTIGO_PERU,1,0,AREQUIPA,1
adulto,pregrado,FUERZA_POPULAR,1,0,LORETO,1
adulto,secundaria,ACCION_POPULAR,0,1,LIMA,1
anciano,notiene,CONTIGO_PERU,0,1,CUZCO,0
adulto,pregrado,PPC,0,0,LORETO,0
joven,pregrado,APRA,0,0,LORETO,1
anciano,posgrado,PPC,0,1,CAJAMARCA,0
mayor,secundaria,CONTIGO_PERU,0,0,CUZCO,0
joven,pregrado,FUERZA_POPULAR,1,0,CAJAMARCA,0
joven,secundaria,FUERZA_POPULAR,0,0,CUZCO,1
joven,secundaria,ACCION_POPULAR,1,1,LIMA,1
adulto,pregrado,ACCION_POPULAR,0,1,LIMA,1
adulto,pregrado,FRENTE_AMPLIO,1,0,CUZCO,1
adulto,notiene,FUERZA_POPULAR,1,0,CAJAMARCA,0
joven,pregrado,PARTIDO_MORADO,1,0,CUZCO,0
anciano,secundaria,PARTIDO_MORADO,0,0,CUZCO,1
mayor,secundaria,PARTIDO_MORADO,0,1,HUANUCO,1
adulto,secundaria,FRENTE_AMPLIO,1,0,CAJAMARCA,1
adulto,posgrado,FREPAP,1,0,LIMA,1
mayor,pregrado,PPC,0,0,LORETO,1
joven,pregrado,CONTIGO_PERU,0,0,TRUJILLO,0
joven,secundaria,PERU_POSIBLE,1,0,CUZCO,1
anciano,secundaria,FRENTE_AMPLIO,0,0,CUZCO,1
joven,posgrado,PPC,0,1,LIMA,1
mayor,posgrado,FREPAP,1,0,CUZCO,1
mayor,secundaria,PARTIDO_MORADO,0,0,CAJAMARCA,1
mayor,posgrado,PARTIDO_MORADO,0,0,CAJAMARCA,1
joven,primaria,CONTIGO_PERU,1,0,CUZCO,0
joven,primaria,CONTIGO_PERU,0,1,JUNIN,0
joven,notiene,APRA,0,1,AREQUIPA,1
mayor,posgrado,PPC,0,1,LIMA,1
joven,notiene,FUERZA_POPULAR,0,0,CAJAMARCA,1
joven,secundaria,PERU_POSIBLE,0,1,LIMA,1
joven,primaria,ACCION_POPULAR,0,0,LIMA,1
anciano,notiene,PERU_POSIBLE,1,0,CUZCO,0
anciano,pregrado,APRA,0,1,CUZCO,1
adulto,secundaria,PPC,0,0,LIMA,0
anciano,notiene,PERU_POSIBLE,0,0,AREQUIPA,0
mayor,notiene,FRENTE_AMPLIO,1,1,AREQUIPA,1
joven,notiene,PARTIDO_MORADO,1,0,TRUJILLO,0
anciano,primaria,FRENTE_AMPLIO,0,0,LORETO,1
joven,notiene,CONTIGO_PERU,0,0,CAJAMARCA,1
joven,pregrado,FRENTE_AMPLIO,0,0,LIMA,0
anciano,secundaria,PERU_POSIBLE,0,0,JUNIN,1
anciano,notiene,FRENTE_AMPLIO,1,1,CUZCO,0
joven,pregrado,PARTIDO_MORADO,0,1,LORETO,1
anciano,primaria,CONTIGO_PERU,0,1,JUNIN,1
anciano,secundaria,CONTIGO_PERU,0,0,TRUJILLO,0
joven,posgrado,PERU_POSIBLE,0,0,LIMA,1
joven,notiene,CONTIGO_PERU,0,0,LIMA,1
adulto,posgrado,FREPAP,1,0,LIMA,1
adulto,pregrado,FRENTE_AMPLIO,0,1,HUANUCO,0
mayor,pregrado,PPC,0,0,LORETO,1
joven,primaria,PARTIDO_MORADO,0,1,LIMA,1
mayor,primaria,FREPAP,0,1,CUZCO,1
joven,notiene,FUERZA_POPULAR,0,0,TRUJILLO,1
joven,pregrado,FRENTE_AMPLIO,1,0,CUZCO,1
anciano,posgrado,CONTIGO_PERU,1,0,CUZCO,1
adulto,primaria,PARTIDO_MORADO,0,0,LIMA,1
joven,secundaria,PPC,0,0,LIMA,1
anciano,pregrado,ACCION_POPULAR,0,1,JUNIN,1
joven,secundaria,ACCION_POPULAR,0,0,JUNIN,1
joven,pregrado,FREPAP,0,0,LIMA,0
adulto,posgrado,CONTIGO_PERU,1,0,AREQUIPA,0
adulto,pregrado,PERU_POSIBLE,1,0,LIMA,1
joven,notiene,ACCION_POPULAR,1,1,LIMA,1
joven,primaria,PARTIDO_MORADO,1,0,LIMA,1
joven,pregrado,APRA,0,1,LIMA,0
mayor,secundaria,FREPAP,0,0,HUANUCO,1
joven,primaria,FRENTE_AMPLIO,0,0,TRUJILLO,1
joven,pregrado,CONTIGO_PERU,0,0,LIMA,1
mayor,secundaria,PERU_POSIBLE,0,0,LIMA,1
joven,notiene,CONTIGO_PERU,1,1,LIMA,1
anciano,pregrado,CONTIGO_PERU,0,1,LIMA,1
mayor,primaria,FRENTE_AMPLIO,0,1,TRUJILLO,0
mayor,pregrado,CONTIGO_PERU,1,1,LIMA,0
adulto,posgrado,FRENTE_AMPLIO,1,0,CAJAMARCA,1
adulto,pregrado,PPC,0,0,CUZCO,1
joven,notiene,APRA,0,0,LIMA,1
adulto,secundaria,FREPAP,0,0,TRUJILLO,1
mayor,notiene,PERU_POSIBLE,0,1,CUZCO,1
adulto,secundaria,ACCION_POPULAR,0,0,AREQUIPA,0
mayor,primaria,PPC,0,1,AREQUIPA,1
joven,secundaria,PPC,0,0,LIMA,0
joven,primaria,FUERZA_POPULAR,1,0,JUNIN,1
anciano,pregrado,PERU_POSIBLE,0,0,LIMA,0
joven,secundaria,APRA,0,1,HUANUCO,1
mayor,pregrado,PERU_POSIBLE,0,0,JUNIN,1
anciano,secundaria,FRENTE_AMPLIO,0,0,LORETO,1
anciano,notiene,FRENTE_AMPLIO,0,1,LIMA,1
anciano,posgrado,PARTIDO_MORADO,1,1,TRUJILLO,1
adulto,pregrado,CONTIGO_PERU,1,0,LIMA,1
joven,posgrado,FREPAP,0,0,LIMA,1
anciano,posgrado,FREPAP,0,0,LIMA,1
joven,pregrado,ACCION_POPULAR,1,0,LIMA,0
mayor,posgrado,FREPAP,0,0,CUZCO,1
adulto,posgrado,CONTIGO_PERU,0,0,CUZCO,1
joven,pregrado,PARTIDO_MORADO,1,1,AREQUIPA,1
joven,posgrado,ACCION_POPULAR,0,0,LIMA,1
joven,posgrado,PARTIDO_MORADO,0,0,CUZCO,1
anciano,primaria,ACCION_POPULAR,0,0,JUNIN,0
mayor,notiene,PPC,1,0,LIMA,1
adulto,posgrado,ACCION_POPULAR,0,0,LIMA,0
anciano,secundaria,PPC,0,0,TRUJILLO,1
adulto,posgrado,FREPAP,0,0,HUANUCO,1
mayor,posgrado,ACCION_POPULAR,1,0,LIMA,1
adulto,primaria,FRENTE_AMPLIO,0,0,LIMA,0
joven,secundaria,PPC,1,0,TRUJILLO,1
joven,secundaria,CONTIGO_PERU,1,1,CUZCO,1
joven,notiene,APRA,0,1,LIMA,1
joven,posgrado,FREPAP,0,1,LIMA,1
mayor,primaria,PPC,0,1,LIMA,1
anciano,posgrado,APRA,0,1,LORETO,0
anciano,secundaria,CONTIGO_PERU,0,1,CAJAMARCA,1
anciano,primaria,ACCION_POPULAR,0,0,JUNIN,1
mayor,secundaria,PARTIDO_MORADO,1,0,LIMA,1
adulto,pregrado,CONTIGO_PERU,0,0,LORETO,0
adulto,primaria,APRA,0,0,CAJAMARCA,1
mayor,notiene,APRA,0,0,LORETO,1
mayor,posgrado,PERU_POSIBLE,0,0,CAJAMARCA,1
anciano,primaria,APRA,0,1,CAJAMARCA,0
joven,notiene,FREPAP,0,1,TRUJILLO,1
joven,posgrado,PPC,1,0,JUNIN,1
adulto,secundaria,ACCION_POPULAR,0,0,TRUJILLO,0
anciano,secundaria,FUERZA_POPULAR,0,1,JUNIN,1
adulto,posgrado,APRA,1,0,TRUJILLO,1
anciano,secundaria,PARTIDO_MORADO,0,0,JUNIN,1
joven,pregrado,APRA,1,1,AREQUIPA,1
joven,pregrado,FREPAP,0,0,JUNIN,1
joven,pregrado,PERU_POSIBLE,1,0,JUNIN,0
mayor,posgrado,PERU_POSIBLE,0,0,LORETO,1
anciano,secundaria,FUERZA_POPULAR,0,1,LIMA,1
anciano,primaria,APRA,1,1,LORETO,0
joven,posgrado,FREPAP,0,1,JUNIN,0
anciano,posgrado,APRA,0,1,CAJAMARCA,0
joven,notiene,APRA,0,1,JUNIN,1
joven,pregrado,ACCION_POPULAR,0,0,AREQUIPA,1
joven,secundaria,APRA,0,0,AREQUIPA,1
mayor,primaria,APRA,1,0,TRUJILLO,1
adulto,primaria,ACCION_POPULAR,0,0,CUZCO,0
joven,posgrado,CONTIGO_PERU,0,1,JUNIN,0
joven,posgrado,FRENTE_AMPLIO,0,1,LIMA,1
joven,secundaria,FREPAP,0,0,LIMA,1
anciano,posgrado,PERU_POSIBLE,0,0,JUNIN,1
joven,notiene,PERU_POSIBLE,0,1,CUZCO,1
anciano,secundaria,APRA,1,0,CAJAMARCA,1
joven,notiene,CONTIGO_PERU,0,0,TRUJILLO,1
anciano,secundaria,FUERZA_POPULAR,0,0,HUANUCO,0
joven,posgrado,FREPAP,1,0,TRUJILLO,1
joven,pregrado,FUERZA_POPULAR,0,1,CAJAMARCA,1
joven,secundaria,PERU_POSIBLE,1,1,LIMA,0
anciano,primaria,PPC,1,1,HUANUCO,1
joven,primaria,CONTIGO_PERU,0,0,JUNIN,1
joven,secundaria,APRA,0,1,AREQUIPA,1
adulto,posgrado,FUERZA_POPULAR,0,1,JUNIN,1
joven,secundaria,CONTIGO_PERU,0,1,LIMA,1
anciano,pregrado,FUERZA_POPULAR,0,0,LIMA,0
adulto,notiene,FREPAP,1,1,LORETO,1
joven,posgrado,PPC,0,0,CUZCO,0
joven,secundaria,PARTIDO_MORADO,0,1,CAJAMARCA,1
adulto,posgrado,PPC,1,0,CUZCO,0
joven,primaria,PPC,0,0,LIMA,1
mayor,notiene,FRENTE_AMPLIO,0,0,AREQUIPA,1
adulto,posgrado,PERU_POSIBLE,0,0,LIMA,0
joven,posgrado,ACCION_POPULAR,0,0,CUZCO,0
joven,secundaria,CONTIGO_PERU,1,1,TRUJILLO,1
adulto,pregrado,PPC,0,1,LIMA,1
adulto,notiene,PERU_POSIBLE,1,1,LIMA,1
adulto,notiene,FRENTE_AMPLIO,0,0,LIMA,0
joven,primaria,PERU_POSIBLE,0,0,CUZCO,1
adulto,notiene,CONTIGO_PERU,1,1,LORETO,0
adulto,posgrado,FRENTE_AMPLIO,0,1,LIMA,1
joven,notiene,ACCION_POPULAR,0,1,TRUJILLO,1
joven,notiene,FREPAP,0,0,CUZCO,1
mayor,secundaria,APRA,0,0,CUZCO,1
mayor,primaria,ACCION_POPULAR,1,1,LORETO,0
joven,pregrado,FUERZA_POPULAR,0,0,JUNIN,1
mayor,secundaria,APRA,1,1,JUNIN,0
mayor,notiene,PARTIDO_MORADO,0,0,JUNIN,0
mayor,secundaria,PARTIDO_MORADO,0,0,LORETO,0
mayor,secundaria,FREPAP,0,0,TRUJILLO,1
anciano,secundaria,PERU_POSIBLE,0,1,LIMA,1
anciano,pregrado,ACCION_POPULAR,1,0,AREQUIPA,1
joven,notiene,FUERZA_POPULAR,0,0,LIMA,0
joven,pregrado,FUERZA_POPULAR,1,0,JUNIN,1
mayor,primaria,APRA,0,0,CAJAMARCA,1
adulto,notiene,FRENTE_AMPLIO,0,0,HUANUCO,0
anciano,pregrado,FUERZA_POPULAR,0,0,JUNIN,1
anciano,notiene,PERU_POSIBLE,0,1,LIMA,1
mayor,posgrado,FREPAP,0,0,LORETO,0
adulto,pregrado,PPC,0,0,LIMA,1
joven,secundaria,FREPAP,0,0,HUANUCO,1
anciano,secundaria,FUERZA_POPULAR,1,0,LORETO,1
mayor,notiene,ACCION_POPULAR,1,0,JUNIN,1
mayor,posgrado,PERU_POSIBLE,0,0,LIMA,1
mayor,notiene,APRA,0,0,HUANUCO,1
anciano,posgrado,FUERZA_POPULAR,1,1,CUZCO,1
joven,pregrado,APRA,1,1,HUANUCO,1
adulto,secundaria,FRENTE_AMPLIO,1,0,LIMA,1
anciano,pregrado,PARTIDO_MORADO,0,0,LIMA,1
mayor,pregrado,CONTIGO_PERU,1,0,CUZCO,1
anciano,pregrado,FRENTE_AMPLIO,1,0,LIMA,1
joven,posgrado,PERU_POSIBLE,0,0,TRUJILLO,1
joven,pregrado,PERU_POSIBLE,0,1,CUZCO,1
anciano,primaria,PPC,1,0,CUZCO,1
mayor,secundaria,PPC,1,0,TRUJILLO,1
joven,pregrado,PARTIDO_MORADO,0,1,TRUJILLO,1
joven,posgrado,FREPAP,1,1,LIMA,1
adulto,primaria,PPC,0,1,HUANUCO,1
mayor,posgrado,PERU_POSIBLE,0,0,CUZCO,1
joven,notiene,CONTIGO_PERU,0,0,HUANUCO,1
adulto,pregrado,FRENTE_AMPLIO,1,0,HUANUCO,1
anciano,secundaria,FREPAP,0,0,LORETO,1
anciano,secundaria,APRA,0,1,AREQUIPA,1
adulto,pregrado,FUERZA_POPULAR,1,0,LORETO,1
joven,notiene,CONTIGO_PERU,0,1,CUZCO,1
adulto,notiene,FRENTE_AMPLIO,0,0,CUZCO,1
anciano,secundaria,ACCION_POPULAR,0,0,HUANUCO,1
mayor,pregrado,PERU_POSIBLE,0,1,LIMA,1
joven,notiene,ACCION_POPULAR,1,1,HUANUCO,1
anciano,pregrado,APRA,1,1,HUANUCO,0
anciano,secundaria,FREPAP,0,1,JUNIN,1
mayor,secundaria,PPC,0,0,JUNIN,1
joven,notiene,PARTIDO_MORADO,0,0,LORETO,1
anciano,pregrado,FUERZA_POPULAR,0,0,AREQUIPA,1
joven,pregrado,PPC,1,0,LIMA,1
mayor,secundaria,FUERZA_POPULAR,0,1,CAJAMARCA,1
anciano,notiene,APRA,0,0,LIMA,0
joven,primaria,PARTIDO_MORADO,0,0,TRUJILLO,0
joven,posgrado,PERU_POSIBLE,0,1,LIMA,1
adulto,notiene,FREPAP,1,0,HUANUCO,0
anciano,posgrado,PPC,0,0,LIMA,0
mayor,primaria,PERU_POSIBLE,0,0,CAJAMARCA,1
joven,posgrado,ACCION_POPULAR,1,1,CUZCO,1
anciano,pregrado,PPC,0,0,TRUJILLO,1
anciano,primaria,FUERZA_POPULAR,1,0,HUANUCO,1
adulto,pregrado,ACCION_POPULAR,0,0,CAJAMARCA,0
anciano,notiene,FUERZA_POPULAR,0,0,CUZCO,1
mayor,primaria,FUERZA_POPULAR,0,0,CUZCO,1
mayor,notiene,CONTIGO_PERU,0,0,AREQUIPA,1
joven,posgrado,CONTIGO_PERU,0,0,LIMA,1
joven,pregrado,FREPAP,0,1,LIMA,1
anciano,primaria,PERU_POSIBLE,0,0,HUANUCO,0
adulto,secundaria,FRENTE_AMPLIO,0,1,HUANUCO,1
mayor,posgrado,FREPAP,0,0,LIMA,0
joven,posgrado,FRENTE_AMPLIO,0,0,AREQUIPA,1
adulto,notiene,CONTIGO_PERU,0,0,LIMA,1
joven,pregrado,APRA,0,1,CUZCO,1
joven,primaria,FUERZA_POPULAR,0,0,LORETO,1
adulto,primaria,CONTIGO_PERU,1,1,CUZCO,1
anciano,primaria,ACCION_POPULAR,0,0,LIMA,1
adulto,posgrado,PARTIDO_MORADO,1,0,LORETO,1
adulto,notiene,CONTIGO_PERU,1,0,JUNIN,1
joven,notiene,CONTIGO_PERU,0,0,LORETO,1
joven,secundaria,FUERZA_POPULAR,0,0,LIMA,1
joven,primaria,PARTIDO_MORADO,0,0,LIMA,1
joven,posgrado,PARTIDO_MORADO,0,0,LIMA,0
anciano,posgrado,FUERZA_POPULAR,0,0,LORETO,0
anciano,pregrado,FREPAP,0,1,HUANUCO,1
joven,posgrado,ACCION_POPULAR,0,1,CAJAMARCA,1
joven,posgrado,ACCION_POPULAR,0,1,AREQUIPA,1
adulto,secundaria,FREPAP,0,0,LIMA,1
adulto,posgrado,FUERZA_POPULAR,0,0,JUNIN,1
anciano,posgrado,FREPAP,0,0,LORETO,0
joven,posgrado,APRA,0,0,AREQUIPA,1
mayor,primaria,FRENTE_AMPLIO,0,1,CAJAMARCA,1
mayor,secundaria,FUERZA_POPULAR,0,0,LIMA,1
joven,posgrado,ACCION_POPULAR,0,0,TRUJILLO,1
joven,secundaria,ACCION_POPULAR,1,0,LIMA,1
mayor,posgrado,FUERZA_POPULAR,0,0,LORETO,1
joven,pregrado,ACCION_POPULAR,1,0,TRUJILLO,1
mayor,secundaria,FREPAP,0,1,AREQUIPA,1
adulto,secundaria,APRA,1,1,AREQUIPA,0
joven,notiene,PPC,0,0,LORETO,1
joven,secundaria,FREPAP,0,0,HUANUCO,0
joven,pregrado,FRENTE_AMPLIO,0,0,LIMA,1
anciano,posgrado,FUERZA_POPULAR,0,0,HUANUCO,0
joven,notiene,FRENTE_AMPLIO,0,0,AREQUIPA,1
joven,notiene,CONTIGO_PERU,1,0,LIMA,1
anciano,secundaria,FUERZA_POPULAR,0,1,HUANUCO,1
adulto,posgrado,PERU_POSIBLE,0,1,LIMA,1
mayor,secundaria,PARTIDO_MORADO,1,0,JUNIN,1
mayor,notiene,APRA,0,0,JUNIN,0
mayor,primaria,FREPAP,0,1,HUANUCO,0
anciano,notiene,CONTIGO_PERU,1,0,LIMA,1
anciano,notiene,ACCION_POPULAR,0,0,AREQUIPA,1
adulto,posgrado,APRA,1,0,CAJAMARCA,0
adulto,posgrado,FUERZA_POPULAR,0,0,LIMA,1
anciano,pregrado,CONTIGO_PERU,1,1,LIMA,1
joven,secundaria,APRA,1,0,LIMA,1
